full_id;title;desc;pdf_url
r21-195;Sécurité civile;Rapport d'information de Mme Françoise DUMONT, fait au nom de la commission des lois;http://www.senat.fr/rap/r21-195/r21-1951.pdf
r21-194;Administration générale et territoriale de l'État;Rapport d'information de Mme Cécile CUKIERMAN, fait au nom de la commission des lois;http://www.senat.fr/rap/r21-194/r21-1941.pdf
r21-177;Vague épidémique en outre-mer : territorialiser les réponses, amplifier le soutien;Rapport d'information de MM. Jean-Michel ARNAUD et Roger KAROUTCHI, fait au nom de la MCI Effets des mesures en matière de confinement;http://www.senat.fr/rap/r21-177/r21-1771.pdf
r21-149;Rencontre avec les maires et élus d'outre-mer 15 novembre 2021;Rapport d'information de M. Stéphane ARTANO, fait au nom de la délégation sénatoriale aux outre-mer;http://www.senat.fr/rap/r21-149/r21-1491.pdf
r21-142;Journée des entreprises au Sénat - 21 octobre 2021;Rapport d'information de M. Serge BABARY, fait au nom de la délégation aux entreprises;http://www.senat.fr/rap/r21-142/r21-1421.pdf
r21-139;L'avenir des dettes publiques;Rapport d'information de M. Éric BOCQUET et Mme Sylvie VERMEILLET, fait au nom de la délégation sénatoriale à la prospective;http://www.senat.fr/rap/r21-139/r21-1391.pdf
r21-126;Convertir le plan de relance pour la création en une reprise durable et soutenable;Rapport d'information de Mmes Sonia de LA PROVÔTÉ et Sylvie ROBERT, fait au nom de la commission de la culture, de l'éducation et de la communication;http://www.senat.fr/rap/r21-126/r21-1261.pdf
r21-114;Insécurité à Mayotte : conjurer le sentiment d'abandon des Mahorais;Rapport d'information de MM. François-Noël BUFFET, Stéphane LE RUDULIER, Alain MARC et Thani MOHAMED SOILIHI, fait au nom de la commission des lois;http://www.senat.fr/rap/r21-114/r21-1141.pdf
r21-103;Les travaux de la délégation française à l'Assemblée parlementaire du Conseil de l'Europe Quatrième partie de la session ordinaire 2021;Rapport d'information de M. Alain MILON, fait au nom de la délégation à l'Assemblée du Conseil de l'Europe;http://www.senat.fr/rap/r21-103/r21-1031.pdf
r21-100;"""Gaston Monnerville - L'héritage"" - Actes de la table ronde du jeudi 7 octobre 2021";Rapport d'information de M. Stéphane ARTANO, fait au nom de la délégation sénatoriale aux outre-mer;http://www.senat.fr/rap/r21-100/r21-1001.pdf
r21-089;8 questions sur l'avenir du télétravail, vers une révolution du travail à distance ?;Rapport d'information de Mmes Céline BOULAY-ESPÉRONNIER, Cécile CUKIERMAN et M. Stéphane SAUTAREL, fait au nom de la délégation sénatoriale à la prospective;http://www.senat.fr/rap/r21-089/r21-0891.pdf
r21-073;Pour un fonds de péréquation des ressources intercommunales et communales plus proche des réalités locales;Rapport d'information de MM. Charles GUENÉ et Claude RAYNAL, fait au nom de la commission des finances;http://www.senat.fr/rap/r21-073/r21-0731.pdf
r21-067;Menaces sur la biodiversité mondiale : passer des promesses aux actes;Rapport d'information de M. Guillaume CHEVROLLIER, fait au nom de la commission de l'aménagement du territoire et du développement durable;http://www.senat.fr/rap/r21-067/r21-0671.pdf
r21-063;Les collectivités à l'épreuve des déserts médicaux : l'innovation territoriale en action;Rapport d'information de M. Philippe MOUILLER et Mme Patricia SCHILLINGER, fait au nom de la délégation aux collectivités territoriales;http://www.senat.fr/rap/r21-063/r21-0631.pdf
r21-060-1;Femmes et ruralités : en finir avec les zones blanches de l'égalité - rapport;Rapport d'information de MM. Jean-Michel ARNAUD, Bruno BELIN, Mme Nadège HAVET, M. Pierre MÉDEVIELLE, Mmes Marie-Pierre MONIER, Guylène PANTEL, Raymonde PONCET MONGE et Marie-Claude VARAILLAS, fait au nom de la délégation aux droits des femmes;http://www.senat.fr/rap/r21-060-1/r21-060-11.pdf
r21-060-2;Femmes et ruralités : en finir avec les zones blanches de l'égalité - comptes rendus des auditions;Rapport d'information de MM. Jean-Michel ARNAUD, Bruno BELIN, Mme Nadège HAVET, M. Pierre MÉDEVIELLE, Mmes Marie-Pierre MONIER, Guylène PANTEL, Raymonde PONCET MONGE et Marie-Claude VARAILLAS, fait au nom de la délégation aux droits des femmes;http://www.senat.fr/rap/r21-060-2/r21-060-21.pdf
r21-034;Proposition de règlement sur les marchés numériques (DMA);Rapport d'information de Mmes Catherine MORIN-DESAILLY et Florence BLATRIX CONTAT, fait au nom de la commission des affaires européennes;http://www.senat.fr/rap/r21-034/r21-0341.pdf
r21-027;Les missions locales : plus que jamais indispensables à l'heure de la Covid-19;Rapport d'information de M. Emmanuel CAPUS et Mme Sophie TAILLÉ-POLIAN, fait au nom de la commission des finances;http://www.senat.fr/rap/r21-027/r21-0271.pdf
r21-020;Protection des épargnants;Rapport d'information de MM. Jean-François HUSSON et Albéric de MONTGOLFIER, fait au nom de la commission des finances;http://www.senat.fr/rap/r21-020/r21-0201.pdf
r21-804;Régimes d'assurance vieillesse des agents de la régie autonome des transports parisiens et des marins;Rapport d'information de Mme Sylvie VERMEILLET, fait au nom de la commission des finances;http://www.senat.fr/rap/r21-804/r21-8041.pdf
r21-831;Avenir institutionnel de la Nouvelle-Calédonie (rapport d'étape);Rapport d'information de MM. François-Noël BUFFET, Philippe BAS, Jean-Pierre SUEUR et Hervé MARSEILLE, fait au nom de la commission des lois;http://www.senat.fr/rap/r21-831/r21-8311.pdf
r21-789;Les outre-mer dans la Constitution;Rapport d'information de M. Stéphane ARTANO, fait au nom de la délégation sénatoriale aux outre-mer;
r21-778;Les maisons France services, levier de cohésion sociale;Rapport d'information de M. Bernard DELCROS, fait au nom de la commission des finances;http://www.senat.fr/rap/r21-778/r21-7781.pdf
r21-832;100 pour cent santé : des promesses partiellement tenues, un suivi à renforcer;Rapport d'information de Mme Corinne IMBERT, fait au nom de la commission des affaires sociales;http://www.senat.fr/rap/r21-832/r21-8321.pdf
r21-806;Dotations d'investissement aux collectivités territoriales;Rapport d'information de MM. Charles GUENÉ et Claude RAYNAL, fait au nom de la commission des finances;http://www.senat.fr/rap/r21-806/r21-8061.pdf
r21-856;Prévention et lutte contre l'intensification et l'extension du risque incendie;Rapport d'information de M. Jean BACCI, Mme Anne-Catherine LOISIER, MM. Pascal MARTIN et Olivier RIETMANN, fait au nom de la commission de l'aménagement du territoire et du développement durable et de la commission des affaires économiques;
r21-836;Les collectivités territoriales face à la hausse du coût des énergies;Rapport d'information de Mme Françoise GATEL, fait au nom de la délégation aux collectivités territoriales;http://www.senat.fr/rap/r21-836/r21-8361.pdf
r21-833;Mayotte : un système de soins en hypertension;Rapport d'information de Mme Catherine DEROCHE, MM. Jean-Luc FICHET, Dominique THÉOPHILE et Mme Laurence COHEN, fait au nom de la commission des affaires sociales;http://www.senat.fr/rap/r21-833/r21-8331.pdf
